Article,/articles/continuous-deployment,"Continuous Deployment Demystified"
Article,/articles/wheel-symfony-routing,"The Wheel: Symfony Routing"
Article,/articles/wheel-guzzle,"The Wheel: Guzzle"
Article,/articles/why-not-add-new-feature,"Why not add this new feature?"
Article,/articles/wheel-twig,"The Wheel: Twig"
Article,/articles/how-think-about-patterns,"How to think about patterns"
Article,/articles/pitfalls," The pitfalls of O(N)"
Article,/articles/selenium-screenshots-rendering,"Selenium screenshots for rendering tests"
Article,/articles/r-word,"The R-word"
Article,/articles/serialization-and-injection,"Serialization and injection"
Article,/articles/nosql-does-not-mean-no,"NoSQL does not mean no migrations (but opens up new ways of doing them)"
Article,/articles/wheel-monolog,"The Wheel: Monolog"
Article,/articles/simple-strategy-dotfiles,"A simple strategy for dotfiles"
Article,/articles/slack-missing-concept,"Slack, the missing concept"
Article,/articles/cloning-php,"Cloning in PHP"
Article,/articles/game-life-haskell,"Game of life in Haskell"
Article,/articles/accessing-apis-without-taking," Accessing APIs without taking down your own application"
Article,/articles/many-ubiquitous-languages,"Many Ubiquitous Languages"
Article,/articles/wheel-symfony-stopwatch,"The Wheel: Symfony Stopwatch"
Article,/articles/how-stub-soap-php,"How to stub SOAP in PHP "
Article,/articles/phpunit-vs-phake-cheatsheet,"PHPUnit vs. Phake cheatsheet"
Article,/articles/whats-constructor," What&#039;s in a constructor?"
Article,/articles/difficult-relationship-between," The difficult relationship between developers and business"
Article,/articles/trying-out-php-refactoring,"Trying out PHP Refactoring Browser"
Article,/articles/monitoring-datadog,"Monitoring with DataDog"
Article,/articles/diving-behat,"Diving into Behat"
Article,/articles/cancer-automated-testing," Automated Testing is Cancer"
Article,/articles/monoids-php,"Monoids in PHP"
Article,/articles/wheel-symfony-filesystem,"The Wheel: Symfony Filesystem"
Article,/articles/erlang-bags,"Erlang: bags"
Article,/articles/mongodb-24-out,"MongoDB 2.4 is Out!"
Article,/articles/continuous-integration-and,"Continuous Integration and Pull Requests"
Article,/articles/java-php,"From Java to PHP"
Article,/articles/wheel-symfony-console,"The Wheel: Symfony Console"
Article,/articles/erlang-sets,"Erlang: sets"
Article,/articles/contributing-paratest,"Contributing to Paratest"
Article,/articles/design-choices-return-values,"Design Choices: Return Values and Mocks"
Article,/articles/phps-mcrypt,"PHP&#039;s mcrypt"
Article,/articles/isolation-mongodb,"Isolation in MongoDB"
Article,/articles/php-streams-everything,"PHP streams for everything"
Article,/articles/external-processes-and-php,"External processes and PHP"
Article,/articles/erlang-references,"Erlang: references"
Article,/articles/experiences-book-club,"Experiences with the book club"
Article,/articles/pomodoro-2013-edition,"Pomodoro, 2013 edition"
Article,/articles/erlang-binaries-and-bitstrings,"Erlang: binaries and bitstrings"
Article,/articles/how-correctly-work-php,"How to correctly work with PHP serialization "
Article,/articles/erlang-list-comprehensions,"Erlang: list comprehensions"
Article,/articles/carriers-vs-osi-model,"Carriers vs. the OSI model"
Article,/articles/why-hateoas-not-witch-burn," Why HATEOAS is not the witch to burn"
Article,/articles/thinking-value-terms,"Thinking in value terms"
Article,/articles/erlang-higher-order-functions,"Erlang: higher order functions"
Article,/articles/caring-about-build-files,"Caring about build files"
Article,/articles/solid-principles-are-they,"SOLID principles: are they enough for OO?"
Article,/articles/how-acid-mongodb,"How ACID is MongoDB?"
Article,/articles/agile-traveling,"Agile traveling"
Image,/resources/images/colosseum,colosseum
Article,/articles/code-katas-ruzzle-solver,"Code Katas: Ruzzle solver"
Article,/articles/erlang-live-upgrade,"Erlang: live upgrade"
Article,/articles/oo-vs-functional-game-life,"OO vs. functional: the Game of Life"
Article,/articles/danger-large-releases-trenord,"The danger of large releases: Trenord case study"
Article,/articles/lessons-learned-code-retreat,"Lessons learned from the Code Retreat"
Article,/articles/erlang-macros,"Erlang: macros"
Article,/articles/preparing-coach-game-life,"Preparing to coach with the Game of Life"
Article,/articles/erlang-records,"Erlang: records"
Article,/articles/what-i-learned-italian-agile,"What I learned at the Italian Agile Day 2012"
Article,/articles/erlang-monitoring,"Erlang: monitoring"
Article,/articles/why-having-api-matters-testing,"Why having an API matters: testing"
Article,/articles/erlang-linking-processes,"Erlang: linking processes"
Article,/articles/dont-ignore-errors,"Don&#039;t ignore errors"
Article,/articles/scheduling-not-same-computers,"Scheduling is not the same for computers and people"
Article,/articles/no-one-always-needs-framework,"No one always needs a framework"
Article,/articles/crc-cards-primer,"A CRC cards primer"
Article,/articles/perils-long-running-test,"The perils of long-running test suites"
Article,/articles/factory-patterns-collaborators,"Factory patterns: Collaborators Map"
Article,/articles/erlang-clientserver,"Erlang: client/server"
Article,/articles/dont-overspecify-your-mocks,"Don&#039;t overspecify your mocks"
Article,/articles/erlang-concurrency,"Erlang: Concurrency"
Article,/articles/problem-user-identity,"The problem of user identity"
Article,/articles/erlang-functions-part-2,"Erlang: functions (part 2)"
Article,/articles/pomodoro-updates,"The Pomodoro updates"
Article,/articles/erlang-functions-part-1,"Erlang: functions (part 1)"
Article,/articles/erlang-build-and-test,"Erlang: build and test"
Article,/articles/development-latex-documents,"Development of Latex documents"
Article,/articles/build-your-own-java-stopwatch,"Build your own Java stopwatch"
Article,/articles/errors-part-learning-curve,"Errors: part of the learning curve"
Article,/articles/erlang-tuples-and-lists,"Erlang: tuples and lists"
Article,/articles/erlang-hello-world,"Erlang: Hello World"
Article,/articles/manual-test-driven-development,"Manual Test-Driven Development"
Article,/articles/transform-switches-maps,"Transform switches in maps"
Article,/articles/how-take-unit-testing-and-test,"How to Take Unit Testing (and Test-Driving) Seriously"
Article,/articles/introduction-weka,"An Introduction to WEKA - Machine Learning in Java"
Article,/articles/how-build-kanban-board,"How to build a Kanban board"
Article,/articles/why-i-am-functophobic,"Why I am functophobic"
Article,/articles/lean-tools-contracts,"Lean Tools: Contracts"
Article,/articles/what-statistical-learning,"What is statistical learning?"
Article,/articles/lean-tools-measurements,"Lean Tools: Measurements"
Article,/articles/lean-tools-refactoring,"Lean Tools: Refactoring"
Article,/articles/lean-tools-conceptual-0,"Lean Tools: Conceptual Integrity"
Article,/articles/refactoring-away-spaghetti-php,"Refactoring away from spaghetti PHP"
Article,/articles/lean-tools-conceptual,"Lean Tools: Perceived Integrity"
Article,/articles/roman-numerals-kata-tdd-and,"The Roman numerals kata: TDD with and without analysis"
Article,/articles/all-ways-perform-http-requests,"All the ways to perform HTTP requests in PHP"
Article,/articles/lean-tools-expertise,"Lean Tools: Expertise"
Article,/articles/all-debugging-and-no-testing,"All debugging and no testing makes the PHP programmer a dull boy"
Article,/articles/getting-know-solr,"Set Up Solr and Get it Running"
Article,/articles/lean-tools-leadership,"Lean tools: Leadership"
Article,/articles/lean-tools-motivation,"Lean Tools: Motivation"
Article,/articles/duck-lie,"The Duck is a Lie"
Article,/articles/lean-tools-self-determination,"Lean Tools: Self-Determination"
Article,/articles/my-take-utility-and-strategic,"My take on Utility and Strategic software"
Article,/articles/php-54-examples,"PHP 5.4 by examples"
Article,/articles/lean-tools-cost-delay,"Lean tools: Cost of delay"
Article,/articles/record-and-replay-testing,"Record and replay for testing of legacy PHP applications"
Article,/articles/lean-tools-queuing-theory,"Lean Tools: Queuing Theory"
Article,/articles/function-javascript,"Functional JavaScript with Underscore.js"
Article,/articles/lean-tools-pull-systems,"Lean tools: Pull systems"
Article,/articles/turing-test-0,"The Turing test"
Article,/articles/phpunitselenium,PHPUnit_Selenium
Article,/articles/lean-tools-making-decisions,"Lean tools: Making decisions"
Article,/articles/surgery-metaphor,"The surgery metaphor"
Article,/articles/my-love-story-ssh,"My love story with SSH"
Article,/articles/crash-course-mongodb-console,"A crash course for the MongoDB console"
Article,/articles/lean-tools-last-responsible,"Lean Tools: the Last Responsible Moment"
Article,/articles/what-global-state,"What is global state?"
Article,/articles/phpspec-bdd-your-classes,"PHPSpec: BDD for your classes"
Article,/articles/lean-tools-options-thinking,"Lean tools: Options thinking"
Article,/articles/mongodb-and-java,"MongoDB and Java"
Article,/articles/software-metaphors,"Software Metaphors"
Article,/articles/testing-php-scripts,"Testing PHP scripts"
Article,/articles/lean-tools-set-based,"Lean tools: Set-Based Development"
Article,/articles/why-everyone-talking-about,"Why everyone is talking about APIs"
Article,/articles/lean-tools-synchronization,"Lean tools: synchronization"
Article,/articles/hexagonal-architecture,"Hexagonal architecture in JavaScript "
Article,/articles/selenium-android,"Selenium on Android"
Article,/articles/standard-php-setup,"The standard PHP setup"
Article,/articles/whats-name,"What&#039;s in a name?"
Article,/articles/lean-tools-iterations,"Lean tools: Iterations"
Article,/articles/return-vim,"The return of Vim"
Article,/articles/commodities-it-world,"Commodities in the IT world"
Article,/articles/software-versions-necessary,"Software versions, the necessary evil"
Article,/articles/page-object-pattern,"The Page Object pattern"
Poll,/polls/what-new-feature-php-54,"What new feature in PHP 5.4 is the most important to you?"
Article,/articles/asynchronous-processing-php,"Asynchronous processing in PHP"
Article,/articles/all-about-jms-messages,"All about JMS messages"
Article,/articles/2-years-vim-and-php-distilled,"2 years of Vim and PHP distilled"
Article,/articles/lean-tools-feedback,"Lean tools: Feedback"
Article,/articles/finding-wiring-bugs,"Finding wiring bugs"
Article,/articles/bullets-legacy-code,"Bullets for legacy code"
Article,/articles/unknown-acronym-grasp,"The unknown acronym: GRASP"
Article,/articles/theres-no-reason-not-switch,"There&#039;s no reason not to switch to DocBlox"
Article,/articles/lean-tools-value-stream,"Lean Tools: Value Stream Mapping"
Article,/articles/including-php-libraries,"Including PHP libraries via Composer"
Article,/articles/test-driven-development-osgi,"Test-Driven Development with OSGi"
Article,/articles/tdd-python-5-minutes,"TDD in Python in 5 minutes"
Article,/articles/ajax-and-mvc,"Ajax and MVC"
Article,/articles/object-calisthenics,"Object Calisthenics"
Article,/articles/writing-clean-code-php-54,"Writing clean code in PHP 5.4"
Article,/articles/sometimes-python-magic,"Sometimes Python is magic"
Article,/articles/travisci-examples,"TravisCI Intro and PHP Example"
Article,/articles/php-objects-mongodb-doctrine,"PHP objects in MongoDB with Doctrine"
Article,/articles/lean-tools-seeing-waste,"Lean Tools: Seeing Waste"
Article,/articles/test-driven-emergent-design-vs,"Test-Driven Emergent Design vs. Analysis"
Article,/articles/bootstrap-rapid-development,"Bootstrap: rapid development and the complexity of a framework"
Article,/articles/css-bits-mouse-cursor,"CSS Bits: The Mouse Cursor"
Article,/articles/everything-you-need-know-about,"Everything you need to know about Python exceptions"
Article,/articles/all-mouse-events-javascript,"All the mouse events in JavaScript"
Article,/articles/asynchronous-and-negative,"Asynchronous and negative testing"
Article,/articles/zend-framework-2-tryout,"A Zend Framework 2 tryout"
Article,/articles/gradient-descent-octave,"Gradient descent in Octave"
Article,/articles/running-javascript-inside-php,"Running JavaScript inside PHP code"
Article,/articles/audio-html-5-state-art,"Audio in HTML 5: state of the art"
Article,/articles/our-experience-domain-events,"Our experience with Domain Events"
Article,/articles/7-habits-highly-effective,"The 7 habits of highly effective developers"
Article,/articles/erlangs-actor-model,"Erlang&#039;s actor model"
Article,/articles/spam-filtering-naive-bayes,"Spam filtering with a Naive Bayes Classifier in R"
Article,/articles/practical-php-refactoring-50,"Practical PHP Refactoring: Extract Hierarchy"
Article,/articles/bottle-lightweight-python,"Bottle: a lightweight Python framework"
Article,/articles/practical-php-refactoring-49,"Practical PHP Refactoring: Separate Domain from Presentation"
Article,/articles/decorator-pattern-or-its,"The Decorator pattern, or its cousin, in JavaScript"
Article,/articles/practical-php-refactoring-48,"Practical PHP Refactoring: Convert Procedural Design to Objects"
Article,/articles/what-wsgi,"What WSGI is"
Article,/articles/practical-php-refactoring-47,"Practical PHP Refactoring: Tease Apart Inheritance"
Article,/articles/my-use-case-checked-exceptions,"My use case for checked exceptions"
Article,/articles/introduction-r-language,"An Introduction to the R Language"
Article,/articles/practical-php-refactoring-46,"Practical PHP Refactoring: Replace Delegation with Inheritance"
Article,/articles/replace-inheritance-delegation,"Practical PHP Refactoring: Replace Inheritance with Delegation"
Article,/articles/practical-php-refactoring-form,"Practical PHP Refactoring: Form Template Method"
Article,/articles/unit-testing-when-value,"Unit testing when Value Objects get in the way"
Article,/articles/ajax-requests-other-domains,"Ajax requests to other domains with Cross-Origin Resource Sharing"
Article,/articles/jquery-plugins-jstestdriver,"jQuery plugins with jsTestDriver"
Article,/articles/offline-web-applications,"Offline web applications: a working example"
Article,/articles/practical-php-refactoring-44,"Practical PHP Refactoring: Collapse Hierarchy"
Article,/articles/practical-php-refactoring-43,"Practical PHP Refactoring: Extract Interface"
Article,/articles/python-hello-world-web,"Python Hello World, for a web application"
Article,/articles/practical-php-refactoring-42,"Practical PHP Refactoring: Extract Superclass"
Article,/articles/openclosed-principle-real,"Open/Closed Principle on real world code"
Article,/articles/practical-php-refactoring-15,"Practical PHP Refactoring: Replace Record with Data Class"
Article,/articles/practical-php-refactoring-41,"Practical PHP Refactoring: Extract Subclass"
Article,/articles/object-oriented-clojure,"Object-oriented Clojure"
Article,/articles/practical-php-refactoring-push-0,"Practical PHP Refactoring: Push Down Field"
Story,/news/always-code,"TDD: Always code as..."
Article,/articles/web-application-clojure,"Web application in Clojure: the starting point"
Article,/articles/practical-php-refactoring-push,"Practical PHP Refactoring: Push Down Method"
Article,/articles/tdd-multithreaded-applications,"TDD for multithreaded applications"
Article,/articles/practical-php-refactoring-pull-1,"Practical PHP Refactoring: Pull Up Constructor Body"
Article,/articles/practical-php-refactoring-39,"Practical PHP Refactoring: Replace Error Code with Exception"
Article,/articles/open-source-php-projects-2011,"Open source PHP projects of 2011"
Article,/articles/practical-php-refactoring-pull-0,"Practical PHP Refactoring: Pull Up Method"
Article,/articles/clojure-libraries-and-builds,"Clojure libraries and builds with Leiningen"
Article,/articles/practical-php-refactoring-pull,"Practical PHP Refactoring: Pull Up Field"
Article,/articles/3d-experience-browser-threejs,"3D experience in a browser with Three.js"
Article,/articles/practical-php-refactoring-40,"Practical PHP Refactoring: Replace Exception with Test"
Article,/articles/spark-micro-framework,"The Spark micro framework"
Article,/articles/practical-php-refactoring-36,"Practical PHP Refactoring: Remove Setting Method"
Article,/articles/practical-php-refactoring-38,"Practical PHP Refactoring: Encapsulate Downcast (and Wrapping)"
Article,/articles/rails-point-view-php-developer,"Rails from the point of view of a PHP developer"
Article,/articles/practical-php-refactoring-37,"Practical PHP Refactoring: Replace Constructor with Factory Method"
Article,/articles/clojure-dummies-kata-0,"Clojure for dummies: a kata"
Article,/articles/creating-virtual-server,"Creating a virtual server with Vagrant: a practical walkthrough"
Article,/articles/practical-php-refactoring-hide-0,"Practical PHP Refactoring: Hide Method"
Article,/articles/what-i-learned-global-day-code,"What I learned in the Global Day of Code Retreat"
Article,/articles/testing-and-specifying,"Testing and specifying JavaScript code with Jasmine"
Article,/articles/drag-and-drop-uploading,"HTML5 Drag and Drop uploading"
Article,/articles/practical-php-refactoring-35,"Practical PHP Refactoring: Introduce Parameter Object"
Article,/articles/practical-php-refactoring-34,"Practical PHP Refactoring: Replace Parameter with Method"
Article,/articles/phonegap-native-applications,"PhoneGap: native applications written in HTML"
Article,/articles/practical-php-refactoring-33,"Practical PHP Refactoring: Preserve Whole Object"
Article,/articles/setting-lamp-box-puppet,"Setting up a LAMP box with Puppet"
Article,/articles/practical-php-refactoring-32,"Practical PHP Refactoring: Replace Parameter with Explicit Methods"
Article,/articles/eventual-consistency,"Eventual consistency is everywhere in the real world"
Article,/articles/practical-php-refactoring-31,"Practical PHP Refactoring: Parameterize Method"
Article,/articles/selenium-2-php-code,"Selenium 2 from PHP code"
Article,/articles/practical-php-refactoring-30,"Practical PHP Refactoring: Separate Query from Modifier"
Article,/articles/web-applications-play,"Web applications with the Play framework"
Article,/articles/practical-php-refactoring-29,"Practical PHP Refactoring: Remove Parameter"
Article,/articles/practical-php-refactoring-add,"Practical PHP Refactoring: Add Parameter"
Article,/articles/php-java-application-server,"PHP on a Java application server"
Article,/articles/using-virtual-machine-play,"Using a virtual machine to play with multiple versions of PHP"
Article,/articles/practical-php-refactoring-28,"Practical PHP Refactoring: Rename Method"
Article,/articles/practical-php-refactoring-27,"Practical PHP Refactoring: Introduce Assertion"
Article,/articles/ive-had-enough-running-scala,"I&#039;ve had enough of running Scala in a terminal, let&#039;s try with a web application"
Article,/articles/practical-php-refactoring-26,"Practical PHP Refactoring: Introduce Null Object"
Article,/articles/getting-started-selenium-2,"Getting started with Selenium 2"
Article,/articles/practical-php-refactoring-25,"Practical PHP Refactoring: Replace Conditional with Polymorphism"
Article,/articles/tell-dont-ask-case-web-service,"Tell, Don&#039;t Ask in the case of a web service"
Article,/articles/and-now-instead-5-things-java,"And now instead, 5 things Java envies PHP for"
Article,/articles/practical-php-refactoring-24,"Practical PHP Refactoring: Replace Nested Conditionals with Guard Clauses"
Article,/articles/look-dart-eyes-oo-programmer,"A look at Dart from the eyes of an OO programmer"
Article,/articles/practical-php-refactoring-23,"Practical PHP Refactoring: Remove Control Flag"
Article,/articles/oauth-headless-applications,"OAuth in headless applications"
Article,/articles/practical-php-refactoring-22,"Practical PHP Refactoring: Consolidate Duplicate Conditional Fragments"
Article,/articles/what-i-have-learned-ddd-day,"What I have learned at DDD Day"
Article,/articles/practical-php-refactoring-21,"Practical PHP Refactoring: Consolidate Conditional Expression"
Article,/articles/goal-software-development,"The Goal of software development"
Article,/articles/temporal-correlation-git,"Temporal correlation in Git repositories"
Article,/articles/practical-php-refactoring-20,"Practical PHP Refactoring: Decompose Conditional"
Article,/articles/practical-php-refactoring-19,"Practical PHP Refactoring: Replace Subclass with Fields"
Article,/articles/all-git-hooks-you-need,"All the Git hooks you need"
Article,/articles/zend-framework-application,"Zend Application demystified"
Article,/articles/pretotyping-complete-example,"Pretotyping: a complete example"
Article,/articles/practical-php-refactoring-18,"Practical PHP Refactoring: Replace Type Code with State or Strategy"
Article,/articles/cross-site-request-forgery,"Cross-Site Request Forgery explained"
Article,/articles/practical-php-refactoring-17,"Practical PHP Refactoring: Replace Type Code with Subclasses"
Article,/articles/phar-php-libraries-single-file,"Phar: PHP libraries included with a single file"
Article,/articles/practical-php-refactoring-16,"Practical PHP Refactoring: Replace Type Code with Class"
Article,/articles/practical-google-api,"Practical Google+ Api"
Article,/articles/web-typography-2011,"Web typography in 2011"
Article,/articles/practical-php-refactoring-14,"Practical PHP Refactoring: Encapsulate Collection"
Article,/articles/backbonejs-mvc-javascript,"Backbone.js: MVC in JavaScript"
Article,/articles/practical-php-refactoring-13,"Practical PHP Refactoring: Encapsulate Field"
Article,/articles/future-javascript-today,"Future JavaScript, today: Google&#039;s Traceur"
Article,/articles/practical-php-refactoring-12,"Practical PHP Refactoring: Replace Magic Number with Symbolic Constant"
Article,/articles/practical-php-refactoring-11,"Practical PHP Refactoring: Change Bidirectional Association to Unidirectional"
Article,/articles/practical-php-refactoring-10,"Practical PHP Refactoring: Change Unidirectional Association to Bidirectional"
Article,/articles/practical-php-refactoring-9,"Practical PHP Refactoring: Duplicate Observed Data"
Article,/articles/rapha%C3%ABl-cross-browser-drawings,"Raphaël: cross-browser drawings"
Article,/articles/practical-php-refactoring-8,"Practical PHP Refactoring: Replace Array with Object"
Article,/articles/edge-side-includes-varnish-10,"Edge Side Includes with Varnish in 10 minutes"
Article,/articles/practical-php-refactoring-7,"Practical PHP Refactoring: Change Reference to Value"
Article,/articles/practical-php-refactoring-6,"Practical PHP Refactoring: Change Value to Reference"
Article,/articles/syntactically-awesome,"Syntactically Awesome Stylesheets"
Article,/articles/practical-php-refactoring-5,"Practical PHP Refactoring: Replace Data Value with Object"
Article,/articles/fastest-browser-poll-results,"The fastest browser poll: results"
Article,/articles/assetic-javascript-and-css,"Assetic: JavaScript and CSS files management"
Article,/articles/practical-php-refactoring-self,"Practical PHP Refactoring: Self Encapsulate Field"
Article,/articles/coffeescript-tdd-example,"CoffeeScript: a TDD example"
Article,/articles/practical-php-refactoring-4,"Practical PHP Refactoring: Introduce Local Extension"
Poll,/polls/which-browser-do-you-consider,"Which browser do you consider the fastest?"
Article,/articles/how-be-worse-programmer,"How to be a worse programmer"
Article,/articles/practical-php-refactoring-3,"Practical PHP Refactoring: Introduce Foreign Method"
Article,/articles/php-54-features-poll-results,"PHP 5.4 features poll: the results"
Article,/articles/practical-php-refactoring-2,"Practical PHP Refactoring: Remove Middle Man"
Article,/articles/practical-php-refactoring-1,"Practical PHP Refactoring: Inline Class"
Article,/articles/practical-php-refactoring-hide,"Practical PHP Refactoring: Hide Delegate"
Article,/articles/symfony-2-eyes-zfer,"Symfony 2 from the eyes of a ZFer"
Article,/articles/phantom-js-alternative,"Phantom JS: an alternative to Selenium"
Article,/articles/practical-php-refactoring-0,"Practical PHP Refactoring: Extract Class"
Article,/articles/practical-php-refactoring-move-0,"Practical PHP Refactoring: Move Field"
Article,/articles/unit-testing-javascript-code,"Unit testing JavaScript code when Ajax gets in the way"
Article,/articles/practical-php-refactoring-move,"Practical PHP Refactoring: Move Method"
Article,/articles/hateoas-scary-acronym,"HATEOAS, the scary acronym"
"Book page",/books/practical-php-refactoring/substitute-algorithm,"Practical PHP Refactoring: Substitute Algorithm"
"Book page",/refcardz/html/practical-php-refactoring/practical-php-refactoring-3,"Practical PHP Refactoring: Replace Method with Method Object"
Article,/articles/era-object-document-mapping,"The era of Object-Document Mapping"
Article,/articles/testing-javascript-when-dom,"Testing JavaScript when the DOM gets in the way"
"Book page",/refcardz/html/practical-php-refactoring/practical-php-refactoring-2,"Practical PHP Refactoring: Remove Assignments to Parameters"
Article,/articles/self-initializing-fakes-php,"Self-Initializing Fakes in PHP"
"Book page",/refcardz/html/practical-php-refactoring/practical-php-refactoring-1,"Practical PHP Refactoring: Split Temporary Variable"
Article,/articles/week-without-flash,"A week without Flash"
"Book page",/refcardz/html/practical-php-refactoring/practical-php-refactoring-0,"Practical PHP Refactoring: Introduce Explaining Variable"
"Book page",/books/practical-php/practical-php-patterns-data,"Practical PHP Patterns: Data Transfer Object"
Article,/articles/i-dont-know-how-test,"I don&#039;t know how to test this"
"Book page",/refcardz/html/practical-php-refactoring/practical-php-refactoring,"Practical PHP Refactoring: Replace Temp with Query"
Article,/articles/monitoring-unix-scratch,"Monitoring on Unix from scratch"
Article,/articles/practical-php-refactoring,"Practical PHP Refactoring: Inline Temp"
Article,/articles/automated-code-reviews-php,"Automated code reviews for PHP"
Article,/articles/parallelism-dummies,"Parallelism for dummies"
"Book page",/books/practical-php-refactoring/practical-php-refactoring-0,"Practical PHP Refactoring: Inline Method"
"Book page",/books/practical-php-refactoring-0,"Practical PHP Refactoring: Extract Method"
"Book page",/books/practical-php-refactoring,"Practical PHP Refactoring"
Article,/articles/victorian-internet-and,"The Victorian Internet, and the Victorian social networks"
"Book page",/books/practical-php-testing/practical-php-testing-patterns-63,"Practical PHP Testing Patterns: Dummy Object"
Article,/articles/commit-and-commit-messages,"On commits and commit messages"
"Book page",/books/practical-php-testing/practical-php-testing-patterns-62,"Practical PHP Testing Patterns: Generated Value"
Article,/articles/kindle-3-finally-nails,"The Kindle is ready for programmers"
"Book page",/books/practical-php-testing-patterns/test-double-patterns,"Test Double patterns"
"Book page",/books/practical-php-testing-patterns/fixture-setup-patterns,"Fixture Setup patterns"
"Book page",/books/practical-php-testing-patterns/value,"Value patterns"
"Book page",/books/practical-php-testing-patterns/xunit-basic-patterns,"xUnit Basic patterns"
"Book page",/books/practical-php-testing-patterns/test-strategy-patterns,"Test Strategy patterns"
"Book page",/books/practical-php-testing-patterns/fixture-teardown,"Fixture Teardown patterns"
"Book page",/books/practical-php-testing-patterns/test-organization,"Test Organization patterns"
"Book page",/books/practical-php-testing-patterns/result-verification,"Result Verification patterns"
"Book page",/books/practical-php-testing-patterns/design-testability,"Design for testability patterns"
"Book page",/books/practical-php-testing-patterns/database-isolation,"Database isolation patterns"
"Book page",/books/practical-php-testing/practical-php-testing-patterns-61,"Practical PHP Testing Patterns: Derived Value"
"Book page",/articles/practical-php-testing-patterns-0,"Practical PHP Testing Patterns: Literal Value"
Article,/articles/web-services-java,"Web services in Java"
"Book page",/books/practical-php-testing/practical-php-testing-patterns-59,"Practical PHP Testing Patterns: Test Hook"
Article,/articles/extreme-programming-values,"The eXtreme Programming Values"
Article,/articles/how-bomb-technical-talk,"How to bomb a technical talk"
"Book page",/books/practical-php-testing/practical-php-testing-patterns-58,"Practical PHP Testing Patterns: Humble Object"
Article,/articles/git-backups-and-no-its-not,"Git backups, and no, it&#039;s not just about pushing"
"Book page",/books/practical-php-testing/practical-php-testing-patterns-57,"Practical PHP Testing Patterns: Dependency Lookup"
